+-------+-----+-----+-----+-----+-----+--------+----------------------------------------------+-------+--------+----------+--------+--------+--------+--------+--------+-----------+-----------+-------------+-----------+
| COUNT | 1XX | 2XX | 3XX | 4XX | 5XX | METHOD |                     URI                      |  MIN  |  MAX   |   SUM    |  AVG   |  P90   |  P95   |  P99   | STDDEV | MIN(BODY) | MAX(BODY) |  SUM(BODY)  | AVG(BODY) |
+-------+-----+-----+-----+-----+-----+--------+----------------------------------------------+-------+--------+----------+--------+--------+--------+--------+--------+-----------+-----------+-------------+-----------+
| 1     | 0   | 0   | 0   | 1   | 0   | GET    | /ws/btcusdt@bookTicker                       | 0.000 | 0.000  | 0.000    | 0.000  | 0.000  | 0.000  | 0.000  | 0.000  | 162.000   | 162.000   | 162.000     | 162.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /index.html                                  | 0.000 | 0.000  | 0.000    | 0.000  | 0.000  | 0.000  | 0.000  | 0.000  | 479.000   | 479.000   | 479.000     | 479.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /js/app.3a4ec98c.js                          | 0.000 | 0.000  | 0.000    | 0.000  | 0.000  | 0.000  | 0.000  | 0.000  | 33296.000 | 33296.000 | 33296.000   | 33296.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /css/app.83b4c321.css                        | 0.000 | 0.000  | 0.000    | 0.000  | 0.000  | 0.000  | 0.000  | 0.000  | 4868.000  | 4868.000  | 4868.000    | 4868.000  |
| 4     | 0   | 0   | 0   | 4   | 0   | GET    | /                                            | 0.000 | 0.000  | 0.000    | 0.000  | 0.000  | 0.000  | 0.000  | 0.000  | 162.000   | 564.000   | 1187.000    | 296.750   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/organizer/competitions                  | 0.001 | 0.001  | 0.001    | 0.001  | 0.001  | 0.001  | 0.001  | 0.000  | 177.000   | 177.000   | 177.000     | 177.000   |
| 24    | 0   | 24  | 0   | 0   | 0   | GET    | /api/organizer/players                       | 0.002 | 0.013  | 0.167    | 0.007  | 0.011  | 0.012  | 0.013  | 0.003  | 2458.000  | 71242.000 | 490001.000  | 20416.708 |
| 34    | 0   | 33  | 0   | 1   | 0   | POST   | /api/organizer/competition/[0-9a-z]+/finish  | 0.002 | 0.022  | 0.410    | 0.012  | 0.018  | 0.020  | 0.022  | 0.004  | 21.000    | 39.000    | 732.000     | 21.529    |
| 14    | 0   | 13  | 0   | 1   | 0   | POST   | /api/organizer/player/[0-9a-z]+/disqualified | 0.002 | 0.027  | 0.174    | 0.012  | 0.016  | 0.027  | 0.027  | 0.005  | 39.000    | 161.000   | 2074.000    | 148.143   |
| 106   | 0   | 95  | 0   | 11  | 0   | GET    | /api/player/competitions                     | 0.001 | 0.063  | 1.622    | 0.015  | 0.037  | 0.045  | 0.055  | 0.014  | 39.000    | 2585.000  | 121674.000  | 1147.868  |
| 38    | 0   | 37  | 0   | 1   | 0   | POST   | /api/organizer/competitions/add              | 0.008 | 0.062  | 1.111    | 0.029  | 0.039  | 0.040  | 0.062  | 0.009  | 39.000    | 183.000   | 6123.000    | 161.132   |
| 11    | 0   | 6   | 0   | 5   | 0   | POST   | /api/admin/tenants/add                       | 0.001 | 0.156  | 0.455    | 0.041  | 0.096  | 0.156  | 0.156  | 0.047  | 39.000    | 204.000   | 1325.000    | 120.455   |
| 20    | 0   | 20  | 0   | 0   | 0   | GET    | /api/organizer/billing                       | 0.002 | 1.515  | 4.452    | 0.223  | 1.041  | 1.142  | 1.515  | 0.439  | 323.000   | 4890.000  | 37880.000   | 1894.000  |
| 474   | 0   | 427 | 0   | 47  | 0   | GET    | /api/player/player/[0-9a-z]+                 | 0.001 | 12.881 | 783.666  | 1.653  | 7.243  | 9.069  | 12.818 | 3.222  | 0.000     | 1921.000  | 356786.000  | 752.713   |
| 541   | 0   | 496 | 0   | 45  | 0   | GET    | /api/player/competition/[0-9a-z]+/ranking    | 0.002 | 13.182 | 1162.431 | 2.149  | 8.376  | 9.898  | 12.946 | 3.618  | 0.000     | 14578.000 | 4595138.000 | 8493.786  |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /initialize                                  | 2.737 | 2.737  | 2.737    | 2.737  | 2.737  | 2.737  | 2.737  | 0.000  | 55.000    | 55.000    | 55.000      | 55.000    |
| 55    | 0   | 47  | 0   | 8   | 0   | POST   | /api/organizer/competition/[0-9a-z]+/score   | 0.001 | 12.713 | 153.629  | 2.793  | 6.409  | 8.972  | 12.713 | 2.758  | 0.000     | 62.000    | 2731.000    | 49.655    |
| 8     | 0   | 8   | 0   | 0   | 0   | POST   | /api/organizer/players/add                   | 1.804 | 5.886  | 32.055   | 4.007  | 5.886  | 5.886  | 5.886  | 1.726  | 12150.000 | 24700.000 | 150787.000  | 18848.375 |
| 11    | 0   | 9   | 0   | 2   | 0   | GET    | /api/admin/tenants/billing                   | 3.076 | 19.705 | 111.396  | 10.127 | 17.058 | 19.705 | 19.705 | 5.047  | 0.000     | 1571.000  | 13707.000   | 1246.091  |
+-------+-----+-----+-----+-----+-----+--------+----------------------------------------------+-------+--------+----------+--------+--------+--------+--------+--------+-----------+-----------+-------------+-----------+
