+-------+-----+-----+-----+-----+-----+--------+----------------------------------------------+-------+--------+----------+-------+-------+--------+--------+--------+------------+------------+-------------+------------+
| COUNT | 1XX | 2XX | 3XX | 4XX | 5XX | METHOD |                     URI                      |  MIN  |  MAX   |   SUM    |  AVG  |  P90  |  P95   |  P99   | STDDEV | MIN(BODY)  | MAX(BODY)  |  SUM(BODY)  | AVG(BODY)  |
| 12    | 0   | 7   | 0   | 5   | 0   | POST   | /api/admin/tenants/add                       | 0.002 | 0.204  | 0.827    | 0.069 | 0.171 | 0.204  | 0.204  | 0.068  | 39.000     | 205.000    | 1527.000    | 127.250    |
| 38    | 0   | 37  | 0   | 1   | 0   | POST   | /api/organizer/competitions/add              | 0.005 | 1.275  | 5.915    | 0.156 | 0.369 | 0.911  | 1.275  | 0.270  | 39.000     | 188.000    | 6169.000    | 162.342    |
| 17    | 0   | 17  | 0   | 0   | 0   | GET    | /api/organizer/billing                       | 0.002 | 1.488  | 4.049    | 0.238 | 0.898 | 1.488  | 1.488  | 0.396  | 323.000    | 4383.000   | 24147.000   | 1420.412   |
| 10    | 0   | 10  | 0   | 0   | 0   | POST   | /api/organizer/players/add                   | 0.010 | 1.959  | 8.736    | 0.874 | 1.410 | 1.959  | 1.959  | 0.573  | 165.000    | 26940.000  | 180356.000  | 18035.600  |
| 390   | 0   | 348 | 0   | 42  | 0   | GET    | /api/player/player/[0-9a-z]+                 | 0.001 | 19.566 | 655.479  | 1.681 | 6.566 | 12.895 | 19.327 | 4.001  | 0.000      | 2059.000   | 227497.000  | 583.326    |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /initialize                                  | 2.706 | 2.706  | 2.706    | 2.706 | 2.706 | 2.706  | 2.706  | 0.000  | 55.000     | 55.000     | 55.000      | 55.000     |
| 577   | 0   | 502 | 0   | 75  | 0   | GET    | /api/player/competition/[0-9a-z]+/ranking    | 0.002 | 19.661 | 1605.520 | 2.783 | 9.564 | 13.920 | 19.442 | 4.697  | 0.000      | 14510.000  | 4734691.000 | 8205.704   |
| 25    | 0   | 24  | 0   | 1   | 0   | GET    | /api/admin/tenants/billing                   | 0.001 | 20.613 | 83.488   | 3.340 | 4.535 | 7.978  | 20.613 | 3.856  | 0.000      | 1597.000   | 34747.000   | 1389.880   |
| 52    | 0   | 42  | 0   | 10  | 0   | POST   | /api/organizer/competition/[0-9a-z]+/score   | 0.002 | 19.220 | 204.066  | 3.924 | 8.911 | 13.710 | 19.220 | 3.999  | 0.000      | 62.000     | 2460.000    | 47.308     |
+-------+-----+-----+-----+-----+-----+--------+----------------------------------------------+-------+--------+----------+-------+-------+--------+--------+--------+------------+------------+-------------+------------+
